step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss,temperature
185000,0.0,0.0,0.9473499999999998,13913,32,7.517038466176018e-05,0.001
190000,0.955,0.0,0.9549999999999997,14601,32,1.126214920077473e-05,0.001
195000,0.955,0.0,0.95275,15542,32,8.576665277360007e-05,0.001
200000,0.955,0.0,0.9549999999999997,16447,32,2.6097379304701462e-05,0.001
205000,0.955,0.0,0.9338499999999998,17321,32,9.17953802854754e-05,0.001
210000,0.0,0.0,0.9522999999999998,18263,32,5.135342507855967e-05,0.001
215000,0.955,0.0,0.93385,18939,32,7.525294495280832e-05,0.001
220000,0.955,0.0,0.9504999999999997,19762,32,1.6143652828759514e-05,0.001
225000,0.955,0.0,0.95095,20623,32,5.278018943499774e-05,0.001
230000,0.955,0.0,0.9441999999999998,21531,32,5.571433939621784e-05,0.001
235000,0.955,0.0,0.9549999999999997,22462,32,0.0003633724991232157,0.001
240000,0.955,0.0,0.9549999999999997,23449,32,4.659466503653675e-05,0.001
245000,0.0,0.0,0.9266500000000001,24300,32,0.00010005808871937916,0.001
250000,0.955,0.0,0.9549999999999997,25108,32,1.4452044524659868e-05,0.001
255000,0.955,0.0,0.95365,26025,32,5.047394552093465e-06,0.001
260000,0.955,0.0,0.9513999999999999,26955,32,4.052813528687693e-05,0.001
265000,0.955,0.0,0.9545499999999997,27839,32,1.3162381947040558e-05,0.001
270000,0.955,0.0,0.9509499999999997,28734,32,2.7400005819799844e-06,0.001
275000,0.955,0.0,0.9482499999999996,29662,32,3.065523287659744e-06,0.001
280000,0.955,0.0,0.9545499999999997,30628,32,0.00018115807324647903,0.001
285000,0.955,0.0,0.9549999999999997,31588,32,7.353609544225037e-05,0.001
290000,0.955,0.0,0.9549999999999997,32575,32,0.00031075646984390914,0.001
295000,0.955,0.0,0.9549999999999997,33558,32,6.2231333686213475e-06,0.001
300000,0.955,0.0,0.9540999999999997,34529,32,3.844810180453351e-06,0.001
305000,0.955,0.0,0.9549999999999997,35456,32,2.511380216674297e-06,0.001
310000,0.955,0.0,0.9545499999999997,36449,32,7.160873792599887e-06,0.001
315000,0.0,0.0,0.9545499999999997,37433,32,1.458498172723921e-05,0.001
320000,0.955,0.0,0.9549999999999997,38405,32,6.8490644480334595e-06,0.001
325000,0.955,0.0,0.9545499999999997,39396,32,6.821106239840447e-07,0.001
330000,0.955,0.0,0.9549999999999997,40341,32,1.7039377553373924e-06,0.001
335000,0.955,0.0,0.9549999999999997,41331,32,9.543614396534394e-07,0.001
340000,0.955,0.0,0.9545499999999997,42309,32,4.990493835066445e-06,0.001
345000,0.955,0.0,0.9549999999999997,43258,32,7.504424502258189e-06,0.001
350000,0.955,0.0,0.9549999999999997,44256,32,4.357175100722088e-07,0.001
355000,0.955,0.0,0.9549999999999997,45231,32,1.569007110902021e-07,0.001
360000,0.955,0.0,0.9545499999999999,46221,32,1.6348651115549728e-05,0.001
365000,0.955,0.0,0.9549999999999997,47203,32,1.248458715963352e-06,0.001
370000,0.955,0.0,0.9356499999999996,48134,32,3.367711542523466e-05,0.001
375000,0.955,0.0,0.9549999999999997,48945,32,1.1842340654766303e-06,0.001
380000,0.955,0.0,0.9545499999999997,49916,32,2.898375214499538e-06,0.001
385000,0.955,0.0,0.9549999999999997,50856,32,9.249002323485911e-05,0.001
390000,0.955,0.0,0.9432999999999998,51767,32,3.949024903704412e-05,0.001
395000,0.955,0.0,0.9536499999999997,52448,32,9.791943966774852e-07,0.001
