step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss,epsilon
245000,0.0,0.0,0.0,682,47,6.173590350044833e-08,0.050000000000000044
250000,0.0,0.0,0.0,696,47,7.564750603705761e-08,0.050000000000000044
255000,0.0,0.0,0.0,709,47,2.7006456093658926e-07,0.050000000000000044
260000,0.0,0.0,0.0,723,47,1.0042955267408615e-07,0.050000000000000044
265000,0.0,0.0,0.0,737,47,1.682873573827237e-07,0.050000000000000044
270000,0.0,0.0,0.0,751,47,3.0368373700184748e-06,0.050000000000000044
275000,0.0,0.0,0.0,765,47,1.9075703505677666e-07,0.050000000000000044
280000,0.0,0.0,0.0,779,47,2.260593845448966e-07,0.050000000000000044
285000,0.0,0.0,0.0,793,47,3.058160586988379e-07,0.050000000000000044
290000,0.0,0.0,0.0,807,47,5.498228802025551e-06,0.050000000000000044
295000,0.0,0.0,0.0,821,47,1.1000091149071523e-07,0.050000000000000044
300000,0.0,0.0,0.0,834,47,1.219279255337824e-07,0.050000000000000044
305000,0.0,0.0,0.0,848,47,1.1830128698875342e-07,0.050000000000000044
310000,0.0,0.0,0.0,862,47,1.5507333728237427e-07,0.050000000000000044
315000,0.0,0.0,0.0,876,47,2.936016869625746e-07,0.050000000000000044
320000,0.0,0.0,0.0,890,47,1.9327025313486956e-08,0.050000000000000044
325000,0.0,0.0,0.0,904,47,4.6971550204943924e-08,0.050000000000000044
330000,0.0,0.0,0.0,918,47,3.758379918394894e-08,0.050000000000000044
335000,0.0,0.0,0.0,932,47,7.691446057833673e-08,0.050000000000000044
340000,0.0,0.0,0.0,946,47,1.652749048730584e-08,0.050000000000000044
345000,0.0,0.0,0.0,959,47,9.29623524825729e-07,0.050000000000000044
350000,0.0,0.0,0.0,973,47,2.1052880327943058e-08,0.050000000000000044
355000,0.0,0.0,0.0,987,47,6.895989201893826e-08,0.050000000000000044
360000,0.0,0.0,0.0,1001,47,3.336162635036999e-08,0.050000000000000044
365000,0.0,0.0,0.0,1015,47,3.616191435185101e-08,0.050000000000000044
370000,0.0,0.0,0.0,1029,47,2.014430720009841e-07,0.050000000000000044
375000,0.0,0.0,0.0,1043,47,1.3589485092779796e-07,0.050000000000000044
380000,0.0,0.0,0.0,1057,47,2.1632888547173934e-07,0.050000000000000044
385000,0.0,0.0,0.03425,1071,47,5.994719458612963e-07,0.050000000000000044
390000,0.0,0.0,0.0,1085,47,1.507044203208352e-06,0.050000000000000044
395000,0.0,0.0,0.005374999999999996,1099,47,6.369258471750072e-07,0.050000000000000044
