step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss,epsilon
310000,0.0,0.0,0.0,484,111,1.6300366612043149e-09,0.050000000000000044
315000,0.0,0.0,0.0,492,111,9.322856930893408e-10,0.050000000000000044
320000,0.0,0.0,0.0,500,111,1.584831821332955e-08,0.050000000000000044
325000,0.0,0.0,0.0,508,111,5.153816928782362e-09,0.050000000000000044
330000,0.0,0.0,0.0,515,111,9.108177323469135e-09,0.050000000000000044
335000,0.0,0.0,0.0,523,111,5.461665786299363e-09,0.050000000000000044
340000,0.0,0.0,0.0,531,111,1.4065060227608228e-09,0.050000000000000044
345000,0.0,0.0,0.0,539,111,4.730442260125756e-09,0.050000000000000044
350000,0.0,0.0,0.0,547,111,7.597769080547323e-10,0.050000000000000044
355000,0.0,0.0,0.0,554,111,8.214448854459988e-08,0.050000000000000044
360000,0.0,0.0,0.0,562,111,2.4355186312163823e-08,0.050000000000000044
365000,0.0,0.0,0.0,570,111,1.280544648096793e-08,0.050000000000000044
370000,0.0,0.0,0.0,578,111,2.4249235508477796e-08,0.050000000000000044
375000,0.0,0.0,0.0,586,111,2.73432193553802e-10,0.050000000000000044
380000,0.0,0.0,0.0,593,111,7.926534983937472e-10,0.050000000000000044
385000,0.0,0.0,0.0,601,111,8.26321411295794e-09,0.050000000000000044
390000,0.0,0.0,0.0,609,111,3.038398332932957e-08,0.050000000000000044
395000,0.0,0.0,0.0,617,111,1.8472634977229063e-08,0.050000000000000044
